ITEM_NAME,ITEM_TYPE,ITEM_PRESENTATION_TYPE,ITEM_SECTION,ITEM_PARENT_ID,ITEM_STEM,ITEM_MEMBER,SCALE_OPTIONS,SurveyAdminYear2023,QuestionText.2023,SurveyAdminYear2021,QuestionText.2021,SurveyAdminYear2022,QuestionText.2022,SurveyAdminYear2024,QuestionText.2024
WBS_CESD_BLU,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I could not shake off the blues,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I could not shake off the blues.",NA,NA,NA,NA
WBS_CESD_TKM,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I had trouble keeping my mind on what I was doing,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I had trouble keeping my mind on what I was doing.",NA,NA,NA,NA
WBS_CESD_DEPR,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I felt depressed,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I felt depressed.",NA,NA,NA,NA
WBS_CESD_REST,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",My sleep was restless,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - My sleep was restless.",NA,NA,NA,NA
WBS_CESD_SAD,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I felt sad,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I felt sad.",NA,NA,NA,NA
WBS_CESD_CNG,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I could not get going,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I could not get going.",NA,NA,NA,NA
WBS_CESD_NOH,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",Nothing made me happy,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - Nothing made me happy.",NA,NA,NA,NA
WBS_CESD_BAD,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I felt like a bad person,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I felt like a bad person.",NA,NA,NA,NA
WBS_CESD_LOS,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I lost interest in my usual activities,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I lost interest in my usual activities.",NA,NA,NA,NA
WBS_CESD_SLO,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I felt like I was moving too slowly,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I felt like I was moving too slowly.",NA,NA,NA,NA
WBS_CESD_FID,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",I felt fidgety,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - I felt fidgety.",NA,NA,NA,NA
